Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Prefix/Suffix,TinyURL,DNS_Record,iFrame,Mouse_Over,Right_Click,Web_Forwards
my-payee.org.uk,0,0,0,1,0,0,1,0,0,1,1,1,1
lucidfestival.com,0,0,1,6,0,0,0,0,0,1,1,1,1
sitiocoqueiros.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
netflix.gbhelpcentre.com,0,0,0,0,0,0,0,0,0,1,1,1,1
mux.refurbishments-london.co.uk,0,0,1,3,0,0,1,0,0,1,1,1,1
vulkanland-bio-safran.at,0,0,1,2,0,0,1,0,0,1,1,1,1
domaine-anthesia.com,0,0,0,1,0,0,1,0,0,1,1,1,1
new-devicehali.com,0,0,0,0,0,0,1,0,0,1,1,1,1
angebote-d15b5db6a5f2.com,0,0,0,1,0,0,1,0,0,1,1,1,1
laforgiamarineo.com,0,0,1,3,0,0,0,0,0,1,1,1,1
umconnectumt-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1
tuetrad.000webhostapp.com,0,0,0,2,0,0,0,0,0,1,1,1,1
fr.chromeproxy.net,0,0,1,2,0,0,0,0,0,1,1,1,1
paypal.abdverse.com,0,0,0,0,0,0,0,0,0,1,1,1,1
kinstationery.com,0,1,1,1,0,0,0,0,0,1,1,1,1
halifax.mobilebanking-cancels.com,0,0,0,0,0,0,1,0,0,1,1,1,1
appleverificationalert.com,0,0,0,0,0,0,0,1,0,1,1,1,1
paleoexplained.com,0,0,0,0,0,0,0,0,0,1,1,1,1
alburjrealestate.com,0,0,1,4,0,0,0,0,0,1,1,1,1
site9548676.92.webydo.com,0,0,0,0,0,0,0,0,0,1,1,1,1
sp486042.sitebeat.com,0,0,0,0,0,0,0,1,0,1,1,1,1
divano.cl,0,0,0,4,0,0,0,0,0,1,1,1,1
bbgeeks.com,0,0,0,1,0,0,0,0,0,1,1,1,1
lloyds-bank-device-alert.com,0,0,0,1,0,0,1,1,0,1,1,1,1
library.bsru.ac.th,0,0,0,4,0,0,0,0,0,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1
collinsflg-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1
brianbegin.com,0,0,1,7,0,0,0,0,0,1,1,1,1
nwolb-accountpayee.com,0,0,0,0,0,0,1,0,0,1,1,1,1
alert-deregistered-device.com,0,0,0,1,0,0,1,0,0,1,1,1,1
greatmusica.com,0,0,0,2,0,0,0,0,0,1,1,1,1
amazon-check-co-jp.x6o.top,0,0,0,0,0,0,1,0,0,1,1,1,1
celestialauto.com,0,0,0,0,0,0,0,0,0,1,1,1,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,0,1,1,1,1
verifikasiaccount2.weebly.com,0,0,0,0,0,0,0,0,0,1,1,1,1
mahusa.fh.unila.ac.id,0,0,0,1,0,0,0,0,0,1,1,1,1
easternts.com,0,0,1,2,0,0,0,0,0,1,1,1,1
dhhfhdf.club,0,0,0,0,0,0,0,0,0,1,1,1,1
vk.cc,0,0,0,1,0,0,0,0,0,1,1,1,1
owaupgradeservice3.myfreesites.net,0,0,0,0,0,0,0,0,0,1,1,1,1
runescape.com-gb.ru,0,0,0,0,0,0,1,0,0,1,1,1,1
easyurl.me,0,0,0,1,0,0,0,0,0,1,1,1,1
xj3pr.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
posadalalucia.com.ar,0,0,1,5,0,0,0,0,0,1,1,1,1
google.com,0,0,1,1,0,0,0,0,0,1,1,1,1
elkaymfg-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1
facebook.root.in.th,0,0,0,0,0,0,0,0,0,1,1,1,1
sapsan.onetwotrip.com,0,0,0,0,0,0,0,0,0,1,1,1,1
hrweb99.com,0,0,1,5,0,0,0,0,0,1,1,1,1
tdsmal.yolasite.com,0,0,0,0,0,0,0,0,0,1,1,1,1
fbookcom-hxjkyyle.xpertzgroup.com,0,0,1,1,0,0,1,0,0,1,1,1,1
betasus23.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
betasusgirsenesende.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
superbahisgirisadresimiz.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
topfoodseafood.com,0,0,1,4,0,0,0,0,0,1,1,1,1
avoid-surgery.com,0,0,1,5,0,0,1,0,0,1,1,1,1
rekvtem-8jx0pq.net,0,0,0,0,0,0,1,0,0,1,1,1,1
ipsts.ir,0,0,1,1,0,0,0,0,0,1,1,1,1
lloyd-newpayee.net,0,0,0,0,0,0,1,0,0,1,1,1,1
amazon-check-co-jp.n1b.top,0,0,0,0,0,0,1,0,0,1,1,1,1
unknownpaired-device-cancellation.com,0,0,1,1,0,0,1,0,0,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1
joindewasa.qpoe.com,0,0,0,1,0,0,0,0,0,1,1,1,1
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1
tdsmal.yolasite.com,0,0,0,0,0,0,0,0,0,1,1,1,1
vanprint.am,0,0,1,3,0,0,0,0,0,1,1,1,1
confirm-myrecentpayments.com,0,0,0,1,0,0,1,0,0,1,1,1,1
174.138.36.47,0,0,0,3,0,0,0,0,0,1,1,1,1
forms.gle,0,0,0,1,0,0,0,0,0,1,1,1,1
southcountyclassified.com,0,0,1,5,0,0,0,0,0,1,1,1,1
tscit3-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1
citimax.co.ke,0,1,0,3,0,0,0,1,0,1,1,1,1
am-t.by,0,0,1,5,0,0,1,0,0,1,1,1,1
logintojoingroupps.mymom.info,0,0,0,0,0,0,0,0,0,1,1,1,1
bereanindy.org,0,0,1,6,0,0,0,0,0,1,1,1,1
signintoupgrade.wixsite.com,0,0,0,1,0,0,0,0,0,1,1,1,1
onedrive.live.com,0,0,1,0,0,0,0,0,0,1,1,1,1
my.nativeforms.com,0,0,0,1,0,0,0,0,0,1,1,1,1
grupprontalgaming.25u.com,0,0,0,1,0,0,0,0,0,1,1,1,1
netflix-appl.com,0,0,0,0,0,0,1,0,0,1,1,1,1
redsam.com,0,0,0,3,0,0,0,0,0,1,1,1,1
spk-hauptfiliale.de,0,0,1,1,0,0,1,0,0,1,1,1,1
id-orange-fo.wixsite.com,0,0,0,1,0,0,1,0,0,1,1,1,1
dhlesgmarketing.com,0,0,0,3,0,0,0,0,0,1,1,1,1
newlifeschooloftheology.com,0,0,1,3,0,0,0,0,0,1,1,1,1
wriot-alternate.app.link,0,0,0,0,0,0,1,0,0,1,1,1,1
wejgj234jg234.com,0,0,0,0,0,0,0,0,0,1,1,1,1
dpttrwmc37wji.cloudfront.net,0,0,0,1,0,0,0,0,0,1,1,1,1
ukdvla-refund.com,0,0,0,0,0,0,1,0,0,1,1,1,1
olx-pl-id.ru,0,0,0,0,0,0,1,0,0,1,1,1,1
adsbusinesscouponscampaignaccounts.com,0,0,0,0,0,0,0,0,0,1,1,1,1
microsoft.77zrgrta.com,0,0,0,0,0,0,0,0,0,1,1,1,1
chinafanpu.com,0,1,1,1,0,0,0,0,0,1,1,1,1
bazdoufap.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
adalbertobrito.weebly.com,0,0,0,0,0,0,0,0,0,1,1,1,1
mapper.terra-drone.net,0,0,0,2,0,0,1,0,0,1,1,1,1
yourfitnesscorner.com,0,0,1,9,0,0,0,0,0,1,1,1,1
ramgarhiamatrimonial.ca,0,0,1,3,0,0,0,0,0,1,1,1,1
secureddsite.com,0,1,1,2,0,0,0,0,0,1,1,1,1
pomagajiwspieraj.com,0,0,1,2,0,0,0,0,0,1,1,1,1
massage4u2.com,0,0,1,4,0,0,0,0,0,1,1,1,1
vevobahiss1.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
retracepackage.com,0,0,1,4,0,0,0,0,0,1,1,1,1
ibscbt.ibadanbusinessschool.com,0,0,1,4,0,0,0,0,0,1,1,1,1
u7742171.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,1,1,1
haiifax-app.com,0,0,0,0,0,0,1,0,0,1,1,1,1
nocontent-mullzsiy.velocityhub.com,0,0,1,1,0,0,1,0,0,1,1,1,1
espace-client.net,0,0,0,1,0,0,1,0,0,1,1,1,1
onuxsports.com,0,0,1,1,0,0,0,0,0,1,1,1,1
mapadamente.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
canalesdeayudadigital2.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1
vendorcentral-amazon.es.dr-bravo.com,0,0,1,3,0,0,1,0,0,1,1,1,1
3.87.246.83,0,0,0,3,0,0,0,0,0,1,1,1,1
fuertecondor.com,0,0,0,1,0,0,0,0,0,1,1,1,1
rakutie.top,0,0,0,0,0,0,0,0,0,1,1,1,1
dotdre.com,0,0,1,4,0,0,0,0,0,1,1,1,1
maltadeliveries.com,0,0,1,1,0,0,0,0,0,1,1,1,1
mitrasolusiseragam.com,0,0,1,3,0,0,0,0,0,1,1,1,1
quantgbo.lviv.ua,0,0,1,11,0,0,0,0,0,1,1,1,1
novopedido.camaleaocamisas.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
excelbest.com,0,0,0,2,0,0,0,1,0,1,1,1,1
surabhidental.com,0,0,0,1,0,0,0,0,0,1,1,1,1
xn--80al0adb1gd.xn--p1ai,0,0,0,0,0,0,1,0,0,1,1,1,1
olx.pl-id153277992.com,0,0,0,1,0,0,1,0,0,1,1,1,1
onedrive.live.com,0,0,1,1,0,0,0,0,0,1,1,1,1
advonationusa.com,0,0,1,6,0,0,0,0,0,1,1,1,1
customer-transfer-reference1723.com,0,0,1,1,0,0,1,0,0,1,1,1,1
sucursalvirtualonliinebancolombia.com,0,0,1,2,0,0,0,0,0,1,1,1,1
fishworld.whitemelontech.com,0,0,1,1,0,0,0,0,0,1,1,1,1
ewi.my.salesforce.com,0,0,1,1,0,0,0,0,0,1,1,1,1
51jianli.cn,0,0,1,1,0,0,0,0,0,1,1,1,1
u10382509.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,1,1,1
dhlgpi.com,0,0,0,1,0,0,0,0,0,1,1,1,1
crease-resistant-al.000webhostapp.com,0,0,1,4,0,0,1,0,0,1,1,1,1
stargatedesign.com,0,1,1,4,0,0,0,0,0,1,1,1,1
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,1,1,1
rmzengenharia.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
secure273.inmotionhosting.com,0,0,1,3,0,0,0,0,0,1,1,1,1
hectorsantana.mx,0,0,1,2,0,0,0,0,0,1,1,1,1
woodcountydd.tk,0,0,0,0,0,0,0,0,0,1,1,1,1
visualizar.recptsclientes.com,0,0,0,1,0,0,0,0,0,1,1,1,1
dhlesgmarketing.com,0,0,0,1,0,0,0,0,0,1,1,1,1
betebetgirisimiz.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
xjup3.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
servicioactivacionenred-1bnweb.com,0,0,0,0,0,0,1,0,0,1,1,1,1
joergboettcher.com,0,1,1,5,0,0,0,0,0,1,1,1,1
zjgsyds.cn,0,0,1,1,1,0,0,0,0,1,1,1,1
test.dxbproductions.com,0,0,0,0,0,0,0,0,0,1,1,1,1
kundenlogin-ebeay.de,0,0,0,1,0,0,1,0,0,1,1,1,1
omsd-org.gq,0,0,1,0,0,0,1,0,0,1,1,1,1
acesso-seguro-bra-desco.ru,0,0,0,2,0,0,1,0,0,1,1,1,1
pypl-secure.com,0,0,0,1,0,0,1,0,0,1,1,1,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,1,0,0,1,1,1,1
drive.google.com,0,0,1,3,0,0,0,0,0,1,1,1,1
forms.gle,0,0,0,1,0,0,0,0,0,1,1,1,1
omegasystemsuae.com,0,0,1,6,0,0,0,0,0,1,1,1,1
undesmaro1937.blogspot.co.uk,0,0,0,0,0,0,0,1,0,1,1,1,1
store.ankurnarula.org,0,0,0,2,0,0,0,0,0,1,1,1,1
handcraftadvisor.com,0,0,1,2,0,0,0,0,0,1,1,1,1
secure-appuser.com,0,0,0,1,0,0,1,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,0,1,0,0,1,0,0,1,1,1,1
bomdeobra.com,0,0,0,1,0,0,0,0,0,1,1,1,1
facebook-iq7.ga,0,0,0,1,0,0,1,0,0,1,1,1,1
url4753.lightamazozna.biz,0,0,0,2,0,0,0,0,0,1,1,1,1
103.2.117.18,0,0,0,0,0,0,0,0,0,1,1,1,1
redcloakmusic.com.br,0,0,1,2,0,0,0,0,0,1,1,1,1
bcpzonasegurabetaviabcp.live,0,0,0,0,0,0,0,0,0,1,1,1,1
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,1,0,0,1,1,1,1
updatealldomainash.web.app,0,1,0,0,0,0,0,0,0,1,1,1,1
thenexoglobal.com,0,0,1,1,0,0,0,0,0,1,1,1,1
login-cancel-payees.com,0,0,0,0,0,0,1,0,0,1,1,1,1
email302.com,0,0,1,6,0,0,0,0,0,1,1,1,1
yarekutenda.ratekute.top,0,0,0,0,0,0,0,0,0,1,1,1,1
hypo-tan.com,0,0,0,3,0,0,1,0,0,1,1,1,1
payeesecure-hali.com,0,0,0,1,0,0,1,0,0,1,1,1,1
digitalflashbacks.ca,0,0,1,5,0,0,0,0,0,1,1,1,1
bubblesrc166.com,0,1,1,3,1,0,0,0,0,1,1,1,1
app.box.com,0,0,1,2,0,0,0,1,0,1,1,1,1
device-alert-security.com,0,0,0,0,0,0,1,0,0,1,1,1,1
prsupportsystem.com,0,0,0,0,0,0,0,0,0,1,1,1,1
2014.digitree.co.kr,0,0,0,4,0,0,0,0,0,1,1,1,1
mphusky.com,0,0,1,4,0,0,0,0,0,1,1,1,1
marketinghelper.com.au,0,0,1,5,0,0,0,0,0,1,1,1,1
kongrespdgi.com,0,0,1,6,0,0,0,0,0,1,1,1,1
login-made-in-china-com-c39babp0gud5bpg9abid-securelogin.pantheonsite.io,0,0,1,4,0,0,1,0,0,1,1,1,1
caretakersoftwash.com,0,0,1,5,0,0,0,0,0,1,1,1,1
digitalbanking-alert-signin.com,0,0,0,1,0,0,1,0,0,1,1,1,1
olampicoer.blogspot.com,0,0,0,3,0,0,0,1,0,1,1,1,1
xolxol.phphrunescape.com-de.ru,0,0,0,0,0,0,1,0,0,1,1,1,1
aecbank.net,0,0,0,0,0,0,0,0,0,1,1,1,1
njmsankurvihar.com,0,0,0,3,0,0,0,0,0,1,1,1,1
dzd.rksmb.org,0,0,1,5,0,0,0,1,0,1,1,1,1
click-theo.com,0,0,1,8,0,0,1,0,0,1,1,1,1
rockysite.net,0,0,0,1,0,0,0,0,0,1,1,1,1
serverjpwebmail.weebly.com,0,0,0,0,0,0,0,0,0,1,1,1,1
omdream.com.br,0,1,1,3,0,0,0,0,0,1,1,1,1
kuuy0.app.link,0,0,0,1,0,0,0,0,0,1,1,1,1
invitegroupwhatsapp-temankeseruan.onedumb.com,0,0,0,0,0,0,1,0,0,1,1,1,1
mail.stanmoresandstone.com.au,0,0,0,0,0,0,0,0,0,1,1,1,1
halifax-payee-remove.com,0,0,0,1,0,0,1,0,0,1,1,1,1
copyfuti.hu,0,0,1,3,0,0,0,0,0,1,1,1,1
andbank.me.ma,0,0,0,0,0,0,0,0,0,1,1,1,1
tincintkintil.in,0,0,0,1,0,0,0,0,0,1,1,1,1
mutatio.cl,0,1,1,6,0,0,0,0,0,1,1,1,1
trioeletricotwister.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1
mysp.ac,0,0,0,1,0,0,0,0,0,1,1,1,1
onedrive.live.com,0,0,1,0,0,0,0,0,0,1,1,1,1
longi.com.mx,0,0,0,3,0,0,0,0,0,1,1,1,1
quadfabrik.de,0,0,1,4,0,0,0,0,0,1,1,1,1
lonosoneteams.blogspot.com,0,1,1,0,0,0,0,1,0,1,1,1,1
misdatos.viabcpactualizar.live,0,0,1,0,0,0,0,0,0,1,1,1,1
kelvinsoirnt985.com,0,0,0,0,0,0,0,0,0,1,1,1,1
biolinky.co,0,0,0,1,0,0,0,0,0,1,1,1,1
dyersbay.ca,0,0,0,2,0,0,0,0,0,1,1,1,1
winnice.com.tr,0,0,0,3,0,0,0,0,0,1,1,1,1
sassosassino420.000webhostapp.com,0,0,1,1,0,0,0,0,0,1,1,1,1
bisonlandscapingservice.com,0,0,0,1,0,0,0,0,0,1,1,1,1
santiago1998.byethost8.com,0,0,0,0,0,0,0,0,0,1,1,1,1
mahwarszawa.pl,0,0,1,1,0,0,0,0,0,1,1,1,1
mailtoupdate.mainamazonupdate.best,0,1,1,1,0,0,0,0,0,1,1,1,1
atendimentoe.sg-host.com,0,0,0,0,0,0,1,1,0,1,1,1,1
gordonng.com,0,0,1,2,0,0,0,0,0,1,1,1,1
paypal.com.service.id999.sorttheweb.com,0,0,1,2,0,0,0,0,0,1,1,1,1
equalchances.org,0,0,0,4,0,0,0,0,0,1,1,1,1
drcarmenmora.com,0,0,0,4,0,0,0,0,0,1,1,1,1
ee-account.org,0,0,0,0,0,0,1,0,0,1,1,1,1
byygw.csb.app,0,0,0,0,0,0,0,0,0,1,1,1,1
ghorana.com,0,0,0,3,0,0,0,0,0,1,1,1,1
personal-bankingauth.com,0,0,0,1,0,0,1,0,0,1,1,1,1
microsoft.igvc.link,0,0,0,1,0,0,0,0,0,1,1,1,1
meimeifuli.co,0,0,1,1,0,0,0,0,0,1,1,1,1
gkjx168.com,0,0,1,1,1,0,0,0,0,1,1,1,1
amazon.co.jp.contactusnc2hheader.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1
biolinky.co,0,0,0,1,0,0,0,0,0,1,1,1,1
loginonlinehalifax-secure.com,0,0,0,1,0,0,1,0,0,1,1,1,1
sothebysrealtysales2r92332z3.com,0,0,0,0,0,0,0,0,0,1,1,1,1
safex.sharepoint.com,0,0,1,3,0,0,0,1,0,1,1,1,1
pocketcard.dzyshh.com,0,0,0,0,0,0,0,0,0,1,1,1,1
bit.ly,0,0,0,1,0,0,0,1,0,1,1,1,1
halifax-onlinedevices.com,0,0,0,0,0,0,1,0,0,1,1,1,1
niccakorea.com,0,0,0,2,0,0,0,0,0,1,1,1,1
azreptile.com,0,0,0,3,0,0,0,0,0,1,1,1,1
whypaymoredeals.com,0,0,0,2,0,0,0,0,0,1,1,1,1
holidayinnboston.com,0,0,1,3,0,0,0,0,0,1,1,1,1
enorma.is,0,0,1,7,0,0,0,0,0,1,1,1,1
alareentading-catalog.page.tl,0,0,0,0,0,0,1,0,0,1,1,1,1
my3accountsupport.com,0,0,0,0,0,0,0,1,0,1,1,1,1
telegra.ph,0,0,0,1,0,0,0,0,0,1,1,1,1
ert.earthresourcetechnology.com,0,0,0,1,0,0,0,0,0,1,1,1,1
nwest-cancelnewpayment.net,0,0,0,0,0,0,1,0,0,1,1,1,1
tokokainbandung.com,0,0,1,10,0,0,0,0,0,1,1,1,1
min.bz,0,0,0,2,0,0,0,0,0,1,1,1,1
paypalhelpcentre.tk,0,0,0,1,0,0,0,0,0,1,1,1,1
bnngp.xmdzt.cn,0,0,0,1,0,0,0,0,0,1,1,1,1
facebooks-vn.tk,0,0,0,0,0,0,1,0,0,1,1,1,1
hjg.kkakelt.cn,0,0,0,0,0,0,0,0,0,1,1,1,1
spk-hauptfiliale.de,0,0,1,1,0,0,1,0,0,1,1,1,1
womensmma.com,0,0,0,2,0,0,0,0,0,1,1,1,1
cancel-onlinepayee.com,0,0,0,0,0,0,1,0,0,1,1,1,1
13.66.28.137,0,0,1,2,1,0,0,0,0,1,1,1,1
littlefoots.ru,0,0,1,1,0,0,0,0,0,1,1,1,1
irs.org,0,0,0,0,0,0,0,0,0,1,1,1,1
betebetgirisimiz.blogspot.com,0,0,0,0,0,0,0,1,0,1,1,1,1
rakuteanp.buzz,0,0,0,0,0,0,0,0,0,1,1,1,1
domuterra.ch,0,0,0,2,0,0,0,0,0,1,1,1,1
axqjxieudijvqzjf-dot-owaonk399399393.uk.r.appspot.com,0,0,1,0,0,0,1,1,0,1,1,1,1
tzgu.qzukt.cn,0,0,0,0,0,0,0,0,0,1,1,1,1
xtrixtviptv.com,0,0,1,1,0,0,0,0,0,1,1,1,1
netservice-upd.tumblr.com,0,0,0,0,0,0,1,0,0,1,1,1,1
cocovip.net,0,0,0,3,0,0,0,0,0,1,1,1,1
windscreenfitmentcentre.co.zw,0,0,1,2,0,0,0,0,0,1,1,1,1
judithleoni.com,0,0,0,2,0,0,0,0,0,1,1,1,1
halifax-devicedetected.com,0,0,0,0,0,0,1,0,0,1,1,1,1
linktr.ee,0,0,1,1,0,0,0,0,0,1,1,1,1
portal.prizesforall.com,0,0,1,0,1,0,0,0,0,1,1,1,1
pastelink.net,0,0,0,1,0,0,0,0,0,1,1,1,1
monroe32.com,0,0,0,2,0,0,0,0,0,1,1,1,1
bluebadge-instagram.epizy.com,0,0,0,0,0,0,1,0,0,1,1,1,1
profibukh.ru,0,0,1,5,0,0,0,0,0,1,1,1,1
harbourwiseglobal.com,0,0,1,8,0,0,0,0,0,1,1,1,1
bankloginonline.com,0,0,0,1,0,0,0,0,0,1,1,1,1
biquyetcongai.com,0,0,1,4,0,0,0,0,0,1,1,1,1
theumashow.com,0,0,1,2,0,0,0,0,0,1,1,1,1
istoreline.com,0,0,0,3,0,0,0,0,0,1,1,1,1
costaulloa.com,0,0,0,1,0,0,0,0,0,1,1,1,1
anthonyajohnson.com,0,0,1,4,0,0,0,0,0,1,1,1,1
avanta-furniture.ro,0,0,1,5,0,0,1,0,0,1,1,1,1
cellidplus.com,0,0,0,5,0,0,0,0,0,1,1,1,1
payusall.xyz,0,0,0,2,0,0,0,0,0,1,1,1,1
espace-client.net,0,0,0,1,0,0,1,0,0,1,1,1,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,1,1,1
unknownpaired-device-cancellation.com,0,0,0,0,0,0,1,0,0,1,1,1,1
library.bsru.ac.th,0,0,0,3,0,0,0,0,0,1,1,1,1
ds7.main.jp,0,0,0,1,0,0,0,0,0,1,1,1,1
spk-hauptfiliale.de,0,0,1,1,0,0,1,0,0,1,1,1,1
buildingtradesnetwork.com,0,1,1,4,0,0,0,0,0,1,1,1,1
halifax-devicemanager.com,0,0,0,1,0,0,1,0,0,1,1,1,1
general-login.website.yandexcloud.net,0,1,1,0,0,0,1,0,0,1,1,1,1
notendur.hi.is,0,0,1,6,0,0,0,0,0,1,1,1,1
app.box.com,0,0,1,2,0,0,0,1,0,1,1,1,1
bexmailcenter.weebly.com,0,0,0,0,0,0,0,0,0,1,1,1,1
valuescaucus.org,0,1,1,2,0,0,0,0,0,1,1,1,1
t-online.de.rongouniversitychaplaincy.com,0,0,1,1,0,0,1,0,0,1,1,1,1
ppl-secure-verify.com,0,0,0,0,0,0,1,0,0,1,1,1,1
ht.ly,0,0,0,1,0,0,0,0,0,1,1,1,1
duluxshop.lk,0,0,1,3,0,0,0,0,0,1,1,1,1
haraktis.ru,0,0,1,1,0,0,0,0,0,1,1,1,1
coinly.cz,0,0,1,2,0,0,0,0,0,1,1,1,1
trustedlegal.staging.wpengine.com,0,0,1,2,0,0,0,0,0,1,1,1,1
u19736934.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,1,1,1
strawlab.life,0,1,1,5,0,0,0,0,0,1,1,1,1
greatmusica.com,0,0,0,2,0,0,0,0,0,1,1,1,1
cazzcreates.com,0,0,1,5,0,0,0,0,0,1,1,1,1
pontosmilhassemprepresente.club,0,0,0,0,0,0,0,0,0,1,1,1,1
autosrobadoschile.com,0,0,1,8,0,0,0,0,0,1,1,1,1
atdtt.weebly.com,0,0,0,0,0,0,0,0,0,1,1,1,1
electrex.it,0,0,1,4,0,0,0,0,0,1,1,1,1
manageyourhalidevices.com,0,0,0,0,0,0,0,0,0,1,1,1,1
updateiediately.websiteamazon.top,0,1,1,1,0,0,0,0,0,1,1,1,1
dracomgceiling.com,0,0,0,3,0,0,0,0,0,1,1,1,1
facedekarikatur.0fees.us,0,0,0,1,0,0,0,0,0,1,1,1,1
printerstudent.com,0,0,1,2,0,0,0,1,0,1,1,1,1
jfteabd.com,0,0,0,3,0,0,0,0,0,1,1,1,1
ukpayeerevision.com,0,0,0,1,0,0,0,0,0,1,1,1,1
rekvtem-4e7r3t.net,0,0,0,0,0,0,1,0,0,1,1,1,1
lloydsecured-deregister-login.com,0,0,0,1,0,0,1,0,0,1,1,1,1
hk.mikecrm.com,0,0,0,1,0,0,0,0,0,1,1,1,1
batuhan.com.tr,0,0,1,6,0,0,0,0,0,1,1,1,1
hosting2042037.online.pro,0,0,0,0,0,0,0,0,0,1,1,1,1
security-newdevices.com,0,0,0,0,0,0,1,0,0,1,1,1,1
ebay-de-diskussionsforen-de-wsi.html-5.me,0,0,0,0,0,0,1,0,0,1,1,1,1
go2l.ink,0,0,0,1,0,0,0,1,0,1,1,1,1
interneting.cf,0,0,0,3,0,0,0,0,0,1,1,1,1
oliscn.com,0,0,0,1,0,0,0,0,0,1,1,1,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,1
sieck-kuehlsysteme.de,0,1,1,4,0,0,1,0,0,1,1,1,1
instatakip.0fees.us,0,0,0,0,0,0,0,0,0,1,1,1,1
samcool.org,0,0,1,1,0,0,0,0,0,1,1,1,1
digitalflashbacks.ca,0,0,1,5,0,0,0,0,0,1,1,1,1
rockysite.net,0,0,0,2,0,0,0,0,0,1,1,1,1
surpriseplanner.com.bd,0,0,1,5,0,0,0,0,0,1,1,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,0,1,0,1,1,1,1
opjkk.creatorlink.net,0,0,0,0,0,0,0,0,0,1,1,1,1
spk-hauptfiliale.de,0,0,1,1,0,0,1,0,0,1,1,1,1
bytesizepolitics.com,0,0,1,2,0,0,0,0,0,1,1,1,1
bitly.com,0,0,0,1,0,0,0,1,0,1,1,1,1
xmetroexodus.net,0,0,0,0,0,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,2,0,0,0,0,0,1,1,1,1
jehovahscriptures.org,0,0,1,4,0,0,0,0,0,1,1,1,1
bowcertifs.firebaseapp.com,0,0,0,0,0,0,0,0,0,1,1,1,1
httpm.servlces.runescape.com-er.ru,0,0,0,0,0,0,1,0,0,1,1,1,1
kisa.link,0,0,0,1,0,0,0,0,0,1,1,1,1
coupon7sry.com,0,0,1,5,0,0,0,0,0,1,1,1,1
applesecuritys.me,0,0,0,2,0,0,0,0,0,1,1,1,1
mail-generali.com,0,0,0,0,0,0,1,0,0,1,1,1,1
zonasegurainisaenwebreactivemosjuntoselperu.com,0,0,1,2,0,0,0,0,0,1,1,1,1
13.88.233.22,0,0,1,4,0,0,0,0,0,1,1,1,1
urlz.fr,0,0,0,1,0,0,0,0,0,1,1,1,1
spk-hauptfiliale.de,0,0,1,1,0,0,1,0,0,1,1,1,1
lekkmass.com,0,0,0,3,0,0,0,0,0,1,1,1,1
linktr.ee,0,0,0,1,0,0,0,0,0,1,1,1,1
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,1
xj3pr.mjt.lu,0,0,1,5,0,0,0,0,0,1,1,1,1
u.to,0,0,0,1,0,0,0,1,0,1,1,1,1
rmact-my.sharepoint.com,0,0,1,7,0,0,1,1,0,1,1,1,1
laforestaincantata.dog,0,0,1,3,0,0,0,0,0,1,1,1,1
natwest.newpayee-additions.com,0,0,0,0,0,0,1,0,0,1,1,1,1
linktr.ee,0,0,0,1,0,0,0,0,0,1,1,1,1
